wid,stimulus,button_pressed,time_elapsed,rt,trial_type,view_history,questions,responses,correct,queries,block,actions,delays,rewards,prs,score,action_times,trial_id,trial_time,path,simulation_mode,state_rewards,trial_index,key_press
w066a715,,,595109,305182,survey-text,,,"{""Q0"":""I started in the beginning by just clicking a few spots for a dollar to made sure I didn't lose money. After a round or two, I noticed the 48 or 24 spots were at the end of the routes, so I could start by checking those spots. Also, since it was only a dollar to look at ~6 spots and find a 48 dollar spot, it was logical to pay the 6 dollars to made sure I would hit the +24 or +48 and guarantee profit. Near the end I defaulted to checking the end spots and just going from there, and I had no second thought about whether or not I should try to save a dollar or two. Once I found the +48, in the earlier stages, I checked how much I would lose on the path there. I never lost more than 24, so if i found the +48, I didn't have to open up any more; I just had to head straight for the +48.""}",,,,,,,,,,,,,,,,
w7ecc99c,,,592108,46776,survey-text,,,"{""Q0"":""I think that I learned that it is worth checking which fields are worth how much, so during the game I chose as many fields as possible\n""}",,,,,,,,,,,,,,,,
w7892c83,,,656888,56150,survey-text,,,"{""Q0"":""Yes, to reveal only end nodes and move in directions with confirmed profit."",""Q1"":""18"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w61e9b7a,,,591691,51427,survey-text,,,"{""Q0"":""I'm not sure if I planned better or had a strategy. But I did have fun!"",""Q1"":""36"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w3861fef,,,358539,27696,survey-text,,,"{""Q0"":""I usually did better by checking less nodes I think. "",""Q1"":""56"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w5e37512,,,431064,55098,survey-text,,,"{""Q0"":""The only thing that I learned is that revealing the first three circles made no difference in the outcome and I was better off not spending that nine dollars and just leaving it to chance. "",""Q1"":""47"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wd596dfb,,,539597,46295,survey-text,,,"{""Q0"":""I learned how to gauge whether something looked like a good reward without having to look further."",""Q1"":""37"",""Q2"":""male""}",,,,,,,,,,,,,,,,
webe69b1,,,581067,48930,survey-text,,,"{""Q0"":""Not really. In this version you had to get lucky and find an ending space with a high number with one of your first clicks in order to optimize your bonus."",""Q1"":""33"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wac459ac,,,440955,55507,survey-text,,,"{""Q0"":""I was checking the closest nodes at first assuming finding a green would mean the rest of the path was green like the first example. After finding this not to be the case I checked the outer nodes until I found a +48 then pathed there""}",,,,,,,,,,,,,,,,
w1a640b0,,,447915,18794,survey-text,,,"{""Q0"":""I wasn't doing any different.""}",,,,,,,,,,,,,,,,
wbec4a17,,,317777,33078,survey-text,,,"{""Q0"":""It's better to click on the outer nodes and once a $48 is revealed to make the spider move towards it.""}",,,,,,,,,,,,,,,,
wd3fa27d,,,341845,39216,survey-text,,,"{""Q0"":""I only really needed to click on the outside circles to find which one was 48 in order to maximize returns rather than clicking them all or trying to find a more lucrative path.""}",,,,,,,,,,,,,,,,
wbd28639,,,610036,154440,survey-text,,,"{""Q0"":""I don't think I have. Unless the lesson is that spending money to know that there if is a profitable end goal that likely outweighs the travel cost, it is wise to spend money learning that fact. In which case, yes."",""Q1"":""26"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wcc72b06,,,485913,52391,survey-text,,,"{""Q0"":""I figured out which places I didn't need to waste resources on, because I would have to go there anyways to get the end path."",""Q1"":""31"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wc1b79e1,,,778687,39087,survey-text,,,"{""Q0"":""To be honest, I had no idea what I was doing the whole time... Maybe I should have taken advantage of previewing the gray circles.""}",,,,,,,,,,,,,,,,
w595e5e4,,,298757,33127,survey-text,,,"{""Q0"":""the end circles seem to have the highest bonus, so IDing those is more important than the first circles""}",,,,,,,,,,,,,,,,
wfb4bc5c,,,402259,37937,survey-text,,,"{""Q0"":""I ended up learning to be patient and check the nodes before I move.""}",,,,,,,,,,,,,,,,
wa029bc1,,,414433,36281,survey-text,,,"{""Q0"":""I learned that I shouldn't waste clicks after I see that something is $48 and I should click all of the ends of the web first before clicking the other nodes.""}",,,,,,,,,,,,,,,,
w0332285,,,354655,39481,survey-text,,,"{""Q0"":""I've learned that the higher value nodes occur at the end of the path (not sure if this was in the instructions). So I click the terminal nodes first.""}",,,,,,,,,,,,,,,,
w07394b7,,,818140,259582,survey-text,,,"{""Q0"":""I learned nothing. \nThere was no incentive or any signposts which might have given me guidance to earn more.\nIt's was all painful guesses with no encouragement to possibly  explore better paying paths."",""Q1"":""70"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wff57731,,,590852,35636,survey-text,,,"{""Q0"":""As soon as a top $ box is revealed, start moving towards that box.""}",,,,,,,,,,,,,,,,
w07394b7,,,593488,106632,survey-text,,,"{""Q0"":""I picked the 4 corners at the beginning to to learn their rewards before deciding which direction I should move.""}",,,,,,,,,,,,,,,,
w54499ba,,,1156262,64912,survey-text,,,"{""Q0"":""Honestly, nothing. ABSOLUTELY nothing. I started clicking on more spaces at the very end to see which was green, but ... it doesn't seem like it mattered.""}",,,,,,,,,,,,,,,,
w3b97ab5,,,323156,49386,survey-text,,,"{""Q0"":""I had to balance luck and guessing with strategically using my reveals to not overspend."",""Q1"":""20"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w0c4e953,,,341660,32981,survey-text,,,"{""Q0"":""I found the big numbers were only at the end nodes so I clicked the end nodes first then just the nodes that led to the highest payout""}",,,,,,,,,,,,,,,,
wed8863d,,,472405,24848,survey-text,,,"{""Q0"":""Yes! this was super fun- thank you!"",""Q1"":""38"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w37a96c2,,,401415,25578,survey-text,,,"{""Q0"":""Clicking the corner nodes first and going for the highest positive number""}",,,,,,,,,,,,,,,,
we233074,,,603196,18094,survey-text,,,"{""Q0"":""Taking my time and paying more attention to where the money was. ""}",,,,,,,,,,,,,,,,
w9fdf69d,,,372450,12042,survey-text,,,"{""Q0"":""Clicking less nodes and moving sooner.""}",,,,,,,,,,,,,,,,
we191a7a,,,368566,50426,survey-text,,,"{""Q0"":""I ended up using a lot more \""upfront payments\"" to find out what the final score would be and it was helpful to avoid some of the high deducting points. However, it still felt like half of the game still relied on luck. "",""Q1"":""22"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wc60c79d,,,508367,27924,survey-text,,,"{""Q0"":""I learned the click the end point rather than the first node that I could move to""}",,,,,,,,,,,,,,,,
w8f66a39,,,292720,35344,survey-text,,,"{""Q0"":""Negative. I should have been more attentive to the patterns."",""Q1"":""35"",""Q2"":""Manly man""}",,,,,,,,,,,,,,,,
wc298d78,,,508557,129059,survey-text,,,"{""Q0"":""At the end (final 2-3 rounds), I started taking more risks and moving before I clicked many circles, because I started to feel confident that I knew what the board would look like and that I would \""win.\"" This ended up in me losing money! I shouldn't have tried to take short-cuts, but instead should have continued my method of orderly clicking certain circles to get a better idea of where I should go.  Tomorrow I will not make this mistake!""}",,,,,,,,,,,,,,,,
w9c48e6a,,,361834,37655,survey-text,,,"{""Q0"":""It's worth more to spend to check every necessary node.  Check the end nodes and progressively come in closer to the start until you know the right path.""}",,,,,,,,,,,,,,,,
w504e675,,,641665,16004,survey-text,,,"{""Q0"":""i dont know""}",,,,,,,,,,,,,,,,
w3d9d165,,,339394,52992,survey-text,,,"{""Q0"":""I didn't understand at first but through trial and error understood that I should click the end nodes until the positive value of 48 appeared.""}",,,,,,,,,,,,,,,,
w94b12b9,,,378147,55787,survey-text,,,"{""Q0"":""I learned to guess the end spots since they were bigger. Let the smaller amounts be random and take the loss or gain on them. They ere not worth checking. "",""Q1"":""18"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w8883c2c,,,766224,145939,survey-text,,,"{""Q0"":""I've learn  the  points in every arrow direction.""}",,,,,,,,,,,,,,,,
w98bf507,,,324866,36848,survey-text,,,"{""Q0"":""I started out by clicking the nodes closest to the spider then moving out. At the end, I checked the outward most nodes until I found $48.""}",,,,,,,,,,,,,,,,
w1133849,,,471406,20728,survey-text,,,"{""Q0"":""i learned to check all the nodes and as soon as i find $48, go to that path""}",,,,,,,,,,,,,,,,
w1bcf0d4,,,400335,43973,survey-text,,,"{""Q0"":""I probably spent too much revealing nodes.  I'm sure there was a pattern there that I was just missing."",""Q1"":"""",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w9993948,,,750219,107805,survey-text,,,"{""Q0"":""nothing, but you simulator is off If I pressed the up key it would tell me I am wrong and should have gone right. The I would get a penalty and still go up.""}",,,,,,,,,,,,,,,,
w1ba7061,,,397750,49327,survey-text,,,"{""Q0"":""I am clicking on the last circles to see where the highest amount is no matter how many I need to click instead of guessing which way to go to save dollars""}",,,,,,,,,,,,,,,,
w00f1425,,,1207388,38745,survey-text,,,"{""Q0"":""it was difficult at first but then I got the hang of it""}",,,,,,,,,,,,,,,,
w268ba50,,,240680,11181,survey-text,,,"{""Q0"":""i'm not clicking any more after i find the highest possible value""}",,,,,,,,,,,,,,,,
wcc72b06,,,442229,73968,survey-text,,,"{""Q0"":""Started out just clicking a few, then it wasn't too expensive to click all of them, by the end I clicked the main paths, found the most profitable path, and tried one of the end points, if that was a negative, I tried the other.""}",,,,,,,,,,,,,,,,
w12ddeff,,,296523,30598,survey-text,,,"{""Q0"":""I am clicking through a full path because the cost of revealing a node is less than ending on a -24 or -48""}",,,,,,,,,,,,,,,,
w9a8f6ff,,,239295,39062,survey-text,,,"{""Q0"":""Instead of looking for how much I would make in the first few moves I realized that the most important factor was if you would gain or lose a large amount of money at the end of the round""}",,,,,,,,,,,,,,,,
wed8863d,,,512385,52351,survey-text,,,"{""Q0"":""I know the order in which to click the nodes now and know once I reveal a +48, no more clicking is required- go for the 48!""}",,,,,,,,,,,,,,,,
w1620c80,,,617444,39852,survey-text,,,"{""Q0"":""At first I attempted to go the route of the higher positive value, but that didn't seem to be the optimal selection each time. I didn't find the pattern if there was one and hopefully I can better recognize it in the second part.""}",,,,,,,,,,,,,,,,
wf76281c,,,331593,32654,survey-text,,,"{""Q0"":""No, I struggled to find a way to strategically improve my score over."",""Q1"":""23"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w49b487f,,,386659,65438,survey-text,,,"{""Q0"":""At first because of the larger layout I messed around with looking at the intermediate spaces again.  Then I realized I needed to keep my focus on the ends, and sometimes just take the best I can get without losing too much to investigation."",""Q1"":""29"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
we213163,,,278773,42142,survey-text,,,"{""Q0"":""I started to mostly click on the further nodes, trying to find the highest number possible with the least amount of clicks. +48 seemed to often be at the end of a line.""}",,,,,,,,,,,,,,,,
w2eb8ffb,,,333989,26949,survey-text,,,"{""Q0"":""Revealing nodes until I find the +$48 ""}",,,,,,,,,,,,,,,,
wbd28639,,,424598,50263,survey-text,,,"{""Q0"":""I've learned that going for the maximum number I can find with the test generally leads to the highest profit.""}",,,,,,,,,,,,,,,,
wc1b0c87,,,441144,80598,survey-text,,,"{""Q0"":""you must reveal a 48 before proceeding. you must click the furthest grey circles. I will initially click the farthest circles until 48 is revealed then go""}",,,,,,,,,,,,,,,,
w2b98d1e,,,595647,38670,survey-text,,,"{""Q0"":""Not to use the node inspector. The first few nodes don't matter.""}",,,,,,,,,,,,,,,,
w43ee5a2,,,306450,21495,survey-text,,,"{""Q0"":""Sometimes paying a dollar will help you get a better reward""}",,,,,,,,,,,,,,,,
wc0787f1,,,355167,37859,survey-text,,,"{""Q0"":""Begin with the end in mind. Be conscious of how much your clicks costs "",""Q1"":""24"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w72a67a8,,,381469,78488,survey-text,,,"{""Q0"":""I noticed that the ends of the we contained larger prizes/deductions, so I started checking the end of the webs first to see the end consequences, then checked the most promising pathways before choosing a direction.""}",,,,,,,,,,,,,,,,
wc94aa43,,,538885,80051,survey-text,,,"{""Q0"":""Well this requires some luck, and also the last nodes are either the mosta valuable or the least so if I know where is the biggest value I just go there no matter the cost between the other nodes.""}",,,,,,,,,,,,,,,,
w5bc917d,,,553019,62648,survey-text,,,"{""Q0"":""Well, maybe get what is safe? Get the best without looking for too many options, because I do not know the structure of the payoffs."",""Q1"":""31"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wc1626b1,,,497391,101718,survey-text,,,"{""Q0"":""I think clicking on one of the final nodes is the best strategy to finding the highest cash value. I started clicking on less nodes to show the value at the beginning of each round once I found one with a value of $48.""}",,,,,,,,,,,,,,,,
w7628afc,,,703002,197315,survey-text,,,"{""Q0"":""I learned to not go always go blindly into moving my airplane.  I also learned not to waste my money by clicking on all the end locations for the plane.  I usually ended up losing money this way."",""Q1"":""31"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w3a7d863,,,394054,49612,survey-text,,,"{""Q0"":""I think I learned to try to avoid the losses as much as possible."",""Q1"":""36"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w913158b,,,292055,46025,survey-text,,,"{""Q0"":""Im going to just follow my gut because it's random every time. I might go the opposite direction if both are red or both are green.""}",,,,,,,,,,,,,,,,
w65df6b0,,,614091,48357,survey-text,,,"{""Q0"":""I leaned to not click on as many nodes as in the previous game and that as soon as you find a high number just navigate to it. "",""Q1"":""21"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w8f66a39,,,1022359,31487,survey-text,,,"{""Q0"":""It seemed revealing the dot's value had no positive effect, so I stopped choosing to do so.""}",,,,,,,,,,,,,,,,
w9b5cac5,,,305044,24169,survey-text,,,"{""Q0"":""I know now that the instructions want me only to reveal the nodes at the end of the pathways and not the other nodes.""}",,,,,,,,,,,,,,,,
w338a3d2,,,441356,18848,survey-text,,,"{""Q0"":""basically try to avoid loss is more important than trying to gain positive values""}",,,,,,,,,,,,,,,,
we4a987a,,,420206,51526,survey-text,,,"{""Q0"":""I initially looked at the next nodes (3), but now I check for the end nodes to see if there's a $48 node. Almost always there is one at the end node.""}",,,,,,,,,,,,,,,,
we547607,,,528223,8851,survey-text,,,"{""Q0"":""i don't know if i learned anything""}",,,,,,,,,,,,,,,,
wbccf662,,,735579,79910,survey-text,,,"{""Q0"":""Not really.  I learned in the game to stop looking when I found a destination that would be profitable.  I not sure that translates to real life planning."",""Q1"":""75"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w52e10f5,,,389849,43780,survey-text,,,"{""Q0"":""It was kind of hard due to the number of options given. I don't think I learned better because it was hard to find any patterns. "",""Q1"":""22"",""Q2"":""Nonbinary""}",,,,,,,,,,,,,,,,
wadc9d05,,,418296,10220,survey-text,,,"{""Q0"":"""",""Q1"":""56"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wc0787f1,,,388308,53219,survey-text,,,"{""Q0"":""My first strategy was to choose the reveal the three circles closes to me and go on the green one. But soon i found out it was better to just reveal the endspaces searching for the 48""}",,,,,,,,,,,,,,,,
w8d52ecb,,,310302,161171,survey-text,,,"{""Q0"":""I learned that I should be spending money to learn how much is in the final nodes. The money I make ends up making it worth it in the end.""}",,,,,,,,,,,,,,,,
w3c3e725,,,368073,27736,survey-text,,,"{""Q0"":""I just revealed all the nodes in each round and still made a profit. ""}",,,,,,,,,,,,,,,,
w1ebe356,,,493791,55988,survey-text,,,"{""Q0"":""in the final rounds i started clicking on the outer circles first because there was almost always a 48 there (not always) and that seemed to be the best route.""}",,,,,,,,,,,,,,,,
w50785fe,,,789657,8239,survey-text,,,"{""Q0"":""dont gamble""}",,,,,,,,,,,,,,,,
w803befa,,,617861,18777,survey-text,,,"{""Q0"":""Clicking on highlighted nodes even though it costs me $1""}",,,,,,,,,,,,,,,,
w9f9da77,,,419773,80846,survey-text,,,"{""Q0"":""Not really. I believe being able to see how much each pocket is worth in the beginning is not helpful because there are random pockets on the way that makes me lose a lot of money. I learned it is better to save those dollars and go on a path and try to guess where the positive values are."",""Q1"":""20"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w870562f,,,582422,53034,survey-text,,,"{""Q0"":""I think so... It seems like it's better to focus on the goal rather than the road."",""Q1"":""21"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wc2b5152,,,253602,34491,survey-text,,,"{""Q0"":""nothing specific mainly check the first nodes and at least one at the end of the path I think I will be taking""}",,,,,,,,,,,,,,,,
wdfa349a,,,329378,56151,survey-text,,,"{""Q0"":""I learned that the value of the reward/penalty is highest at the farthest nodes, so I should start checking there, and check the closest nodes last and only in case of a tie further out on the web. I also learned that, once I have found a node worth 48, I should just move toward that.""}",,,,,,,,,,,,,,,,
w3cf0b45,,,328137,37442,survey-text,,,"{""Q0"":""I clicked on the end of each stem to find out my end goal. ""}",,,,,,,,,,,,,,,,
w952789a,,,522489,65091,survey-text,,,"{""Q0"":""I think I started to figure it out by the time it ended, so trial through error.""}",,,,,,,,,,,,,,,,
wc9b1793,,,431823,28554,survey-text,,,"{""Q0"":""Not really over yesterday"",""Q1"":""59"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w459b9e5,,,426439,90874,survey-text,,,"{""Q0"":""I was clicking the nodes closest to the center at the start.  After a few levels I started clicking the final destination nodes to check for 48's.  It worked for all except one round but I don't know what the numbers were in that path since I didn't pay for them to be revealed.""}",,,,,,,,,,,,,,,,
waf3707e,,,351295,44078,survey-text,,,"{""Q0"":""I learned to start with the 2nd node in a path to see if I could narrow down which nodes to spend money on. I also learned that the investment of the node investigator is really worth it.""}",,,,,,,,,,,,,,,,
w4fdf442,,,353898,10093,survey-text,,,"{""Q0"":""Starting with the end nodes.""}",,,,,,,,,,,,,,,,
w9f9da77,,,806823,41010,survey-text,,,"{""Q0"":""I have learned that this game is difficult and you can only move one certain way at the first move. ""}",,,,,,,,,,,,,,,,
w9681113,,,610731,34380,survey-text,,,"{""Q0"":""There were indications that I should have moved in a particular direction and associated time penalties""}",,,,,,,,,,,,,,,,
wd2a2c7b,,,570616,52143,survey-text,,,"{""Q0"":""I now follow the same path  twice""}",,,,,,,,,,,,,,,,
wfae338d,,,340482,74462,survey-text,,,"{""Q0"":""I have learned that the largest rewards are the furthest away, and that the possible (large) rewards are 24 and 48. According to the guide, once I see the 48 I should immediately go for it. ""}",,,,,,,,,,,,,,,,
w05c03dc,,,429336,42859,survey-text,,,"{""Q0"":""Chose the end result nodes only and just went for any with high dollar amounts rather than continue to click nodes"",""Q1"":""27"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wda39b48,,,409460,65786,survey-text,,,"{""Q0"":""Rather than start at the nodes closest to myself, I noticed a pattern that the larger positive and negative amounts were at the farthest nodes, so I would begin by clicking those, and then based on those numbers I would determine if I needed to reveal any more nodes.""}",,,,,,,,,,,,,,,,
w6a97990,,,262150,35839,survey-text,,,"{""Q0"":""I am clicking until I find a $48.  The delta between $24 and $48 justifies continuing to click, but at $48, there is nothing to be gained.""}",,,,,,,,,,,,,,,,
w0a1ea49,,,246147,28976,survey-text,,,"{""Q0"":""I learned to pick the last node to see which one had a positive outcome. The path to the last node wasn't as important as the final outcome.""}",,,,,,,,,,,,,,,,
w10b0762,,,1303900,30818,survey-text,,,"{""Q0"":""I'm paying more attention to the patterns that are presented to me each time.""}",,,,,,,,,,,,,,,,
w25f6b80,,,690907,30264,survey-text,,,"{""Q0"":""spending a dollar per gray circle to find out which direction to go.""}",,,,,,,,,,,,,,,,
wccecfea,,,541452,17854,survey-text,,,"{""Q0"":""I have learned to try different options because it is random.""}",,,,,,,,,,,,,,,,
wc94aa43,,,414326,65181,survey-text,,,"{""Q0"":""Sometimes is good to spend a bit to have a clear understanding what final efect to invest in."",""Q1"":""22"",""Q2"":""male, heterosexual""}",,,,,,,,,,,,,,,,
wd600cfe,,,273804,64080,survey-text,,,"{""Q0"":""In the beginning I focused on testing nodes closest to me. However, I quickly realized that the nodes at the end of the webs were often really high values, so I started testing those first. No matter what, I would go to the path that led to either positive 48 or positive 24, avoiding the negative end values.""}",,,,,,,,,,,,,,,,
wcf83aaf,,,2350558,105445,survey-text,,,"{""Q0"":""the timing and clicking of nodes""}",,,,,,,,,,,,,,,,
w0175c05,,,448189,47583,survey-text,,,"{""Q0"":""I tried not to spend a lot to see the boxes"",""Q1"":""21"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
we191a7a,,,408572,38283,survey-text,,,"{""Q0"":""I learned that it might be worth it to pay the $1 fee to reveal what the final destination number was because then I could earn money rather than rely on chance and keep losing money. ""}",,,,,,,,,,,,,,,,
w5bc917d,,,380324,22097,survey-text,,,"{""Q0"":""I will explore the end nodes first.""}",,,,,,,,,,,,,,,,
w42f0835,,,291061,18879,survey-text,,,"{""Q0"":""The middle sections don't matter as much as the end points.""}",,,,,,,,,,,,,,,,
w5143b4a,,,601296,42320,survey-text,,,"{""Q0"":""To make the right decisions. Picking the right spots.""}",,,,,,,,,,,,,,,,
wb0d8750,,,472320,59506,survey-text,,,"{""Q0"":""I don't think I did. I thought the game was very engaging and I didn't really feel like that there was a lot of stakes to do amazingly well. "",""Q1"":""23"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w9993948,,,423371,42344,survey-text,,,"{""Q0"":""no it didn't seem to follow any pattern"",""Q1"":""41"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w459b9e5,,,494666,123544,survey-text,,,"{""Q0"":""Spending too much time on figuring out which direction to go can end up in failure.  Having a final goal in mind can help you plan a path to success."",""Q1"":""33"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w3bd5801,,,487583,9472,survey-text,,,"{""Q0"":"""",""Q1"":""28"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w04d56d7,,,714042,42673,survey-text,,,"{""Q0"":""I just checked the end destination points and went towards the highest ones."",""Q1"":""37"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w0e8cc38,,,280952,16329,survey-text,,,"{""Q0"":""No"",""Q1"":""40"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w5d56dfe,,,315212,22570,survey-text,,,"{""Q0"":""Not particularly"",""Q1"":""43"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wfd168a1,,,633423,17974,survey-text,,,"{""Q0"":""I did not."",""Q1"":""22"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w9681113,,,318955,23890,survey-text,,,"{""Q0"":""Not really.  Felt random."",""Q1"":""66"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w2eb8ffb,,,426266,71531,survey-text,,,"{""Q0"":""I'm not sure if I learned how to plan better, it really was more a matter of settling for the best I felt I could achieve. "",""Q1"":""23"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w913158b,,,2477890,35250,survey-text,,,"{""Q0"":""No, every time was different so I wasn't able to find a proper pattern"",""Q1"":""19"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w0c4e953,,,532332,31470,survey-text,,,"{""Q0"":""This time it cost too much to click them all so I would go to the first one with a decent positive amount"",""Q1"":""42"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wccecfea,,,573367,13259,survey-text,,,"{""Q0"":""I think they were all random."",""Q1"":""31"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wda39b48,,,1003354,243886,survey-text,,,"{""Q0"":""At first i tried revealing the second to last \""stops\"" rather than the last ones (like i learned last time) but pretty soon I figured out it was still better to reveal the last ones first. I would reveal until I felt I had a good enough number and then continued on. If the number was okay but not great, I would weigh the cost of each click vs how good of a number I had already found and then would either try to find a better one or just \""fly the plane\"""",""Q1"":""28"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wfaaa4c5,,,821653,331183,survey-text,,,"{""Q0"":""This time around what I planned was to go to the first one I made more money on than clicking on all of them to see what's behind them. That way it will minimize the amount I lose instead."",""Q1"":""23"",""Q2"":""Nonbinary""}",,,,,,,,,,,,,,,,
wfa98644,,,444674,32033,survey-text,,,"{""Q0"":""I just went around randomly trying to find an ending that had a positive money flow.  "",""Q1"":""41"",""Q2"":""female""}",,,,,,,,,,,,,,,,
we233074,,,300729,26968,survey-text,,,"{""Q0"":""Try and figure out how you can make the most "",""Q1"":""33"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w3806f41,,,528997,101138,survey-text,,,"{""Q0"":""The map was bigger this time, and the costs higher... this was more of a practice is reducing cost than finding max gain. I went for penultimate nodes, then went for the highest green numbers and clicked around their trees, then trust that the path leading to them wouldn't be too impactful. Sometimes if I hit a decent pair fairly quickly, I could click around for more, but it wouldn't be worth the cost."",""Q1"":""32"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wfb54fff,,,279329,22607,survey-text,,,"{""Q0"":""No, it's mostly a game of luck in my opinion"",""Q1"":""18"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w55b7066,,,653909,41136,survey-text,,,"{""Q0"":""I learned that the value can be more than 48."",""Q1"":""18"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w81d3c41,,,432769,12461,survey-text,,,"{""Q0"":""Check all outlying nodes first"",""Q1"":""32"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w672b9ce,,,403428,33945,survey-text,,,"{""Q0"":""Revel circles to determine the best path"",""Q1"":""45"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w9a8f6ff,,,457032,65588,survey-text,,,"{""Q0"":""It was a bit more complicated to figure out than yesterdays version since clicking cost more and the amount you could gain at the end varied more, so I feel like it relied a bit more on chance, but you could still kinda figure it out"",""Q1"":""19"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w0332285,,,572373,73240,survey-text,,,"{""Q0"":""It seems on some rounds the maximum positive outcome was significantly smaller than on others. I tried to get a sense of this after my first 5-10 clicks on terminal nodes."",""Q1"":""41"",""Q2"":""male""}",,,,,,,,,,,,,,,,
we6f3113,,,322362,9838,survey-text,,,"{""Q0"":""No"",""Q1"":""30"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w5143b4a,,,682701,48326,survey-text,,,"{""Q0"":""Yes"",""Q1"":""37"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wb5542cf,,,337540,15119,survey-text,,,"{""Q0"":""No"",""Q1"":""18"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
we99b5b4,,,455143,17706,survey-text,,,"{""Q0"":""No I don't think I did"",""Q1"":""24"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w504e675,,,301522,35751,survey-text,,,"{""Q0"":""i love so much this game"",""Q1"":""24"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w4a8429b,,,350550,65138,survey-text,,,"{""Q0"":""I learned how to plan around the issues of limited information and limited movement."",""Q1"":""20"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w4091bce,,,693847,69033,survey-text,,,"{""Q0"":""Learned to look at the most outward node values to help determine the best route."",""Q1"":""62"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w5697380,,,479919,55004,survey-text,,,"{""Q0"":""Not really, it seemed totally random.  I thought my strategy of looking for the biggest number at the end seemed to work decently but I think I could have found a better way if I played more than 20 rounds."",""Q1"":""35"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w12ddeff,,,528604,110328,survey-text,,,"{""Q0"":""Going into this, I thought I had from the previous task, but I didn't have any success. But now I'm thinking perhaps I should have clicked on the end nodes instead of the beginning since they were where the large amounts were. So yes I did learn to plan better, it just wasn't demonstrated in my performance. "",""Q1"":""37"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w4fdfaa8,,,358989,32284,survey-text,,,"{""Q0"":""I think so - just look for an acceptable exit and go for that one"",""Q1"":""46"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w16958b6,,,448952,93969,survey-text,,,"{""Q0"":""Yes; as I went, I tried to hedge my bets by continuing to select nodes that presented an option closest to $50, up to 5 or 6 selections, before I began to move."",""Q1"":""40"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w6ab5ed9,,,637231,191662,survey-text,,,"{""Q0"":""Yes, I learned more about planning and how to anticipate movement in a game setting. "",""Q1"":""25"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
