wid,view_history,time_elapsed,trial_type,rt,responses,questions,correct,button_pressed,stimulus,block,simulation_mode,trial_id,prs,score,rewards,delays,actions,path,queries,trial_time,state_rewards,action_times,trial_index,key_press,restarts
we0de2d1,,779434,survey-text,67494,"{""Q0"":""Look at the last city to find out which is the cheapest and back track from there""}",,,,,,,,,,,,,,,,,,,,
w68c6bbb,,704732,survey-text,33801,"{""Q0"":""Look at the final spot and see how much is there. This way you might want to lose some points on the way there but you'll earn a bigger award at the end. ""}",,,,,,,,,,,,,,,,,,,,
w68c6bbb,,781259,survey-text,75510,"{""Q0"":""Don't focus on the short term problems you'll run into, the reward will be worth it "",""Q1"":""Applying to get a degree that will help me have my dream job."",""Q2"":""I need to pass some struggles and spend money in the beginning but will be working my dream job making much more in the end. ""}",,,,,,,,,,,,,,,,,,,,
w68c6bbb,,829810,survey-text,47520,"{""Q0"":""click on the final destination and see how much it is.""}",,,,,,,,,,,,,,,,,,,,
w68d0af1,,464235,survey-text,71814,"{""Q0"":""Look ahead to the \""future\"". By looking at what you can make at the end instead of every step of the way, you can increase the amount of money you make. ""}",,,,,,,,,,,,,,,,,,,,
w68d0af1,,2164408,survey-text,1699152,"{""Q0"":""The most obvious path in life is not always the correct path to take. Sometimes things that look the hardest at the beginning are the most rewarding in the end."",""Q1"":""Going to the gym everyday is hard and a big struggle, but in the end, I have been healthier and happier. "",""Q2"":""In the game, realizing that the path with the highest yield of money, started out with a loss of money, so it was a hard decision to go that route. With the gym, i use to hate working out in a gym, but actually going and forcing myself to do the work has paid off in the end. ""}",,,,,,,,,,,,,,,,,,,,
w68d0af1,,2604810,survey-text,439379,"{""Q0"":""I would find the fastest route to the closest airport with the least stops, then find the cheapest hotel in the city with the airport, where it would most likely be more expensive.""}",,,,,,,,,,,,,,,,,,,,
wc5b155d,,390714,survey-text,50271,"{""Q0"":""It's good to click and get some type of guidance, but don't over do it""}",,,,,,,,,,,,,,,,,,,,
wc5b155d,,598957,survey-text,207230,"{""Q0"":""Get some information necessary to make the decision, but don't overdo it when looking for info"",""Q1"":""doing research before making a significant purchase (i.e. furniture for my new condo); research a few choices, but don't go crazy looking into 100 different choices"",""Q2"":""By looking into 3 or so options, you may find the right fit for you, just like in the game. once you find the 48, you don't need any more info""}",,,,,,,,,,,,,,,,,,,,
wc5b155d,,641654,survey-text,41681,"{""Q0"":""select a few cities, rather then clicking all""}",,,,,,,,,,,,,,,,,,,,
w61be1aa,,616844,survey-text,48018,"{""Q0"":""Use a click for the first move, and then again for the third. That way you only spend two clicks per round.""}",,,,,,,,,,,,,,,,,,,,
w61be1aa,,744778,survey-text,126924,"{""Q0"":""Things can be unpredictable, and sometimes you won't know the outcome. But if you spend some time thinking, it will make the decision easier."",""Q1"":""My college degree and chooses what classes to take when. "",""Q2"":""If I choose certain classes at certain times, it can be an overload of stress. I would consider that to be like losing money on the web. ""}",,,,,,,,,,,,,,,,,,,,
w61be1aa,,804047,survey-text,58260,"{""Q0"":""Honestly, I really have no idea.""}",,,,,,,,,,,,,,,,,,,,
w69d702d,,323593,survey-text,24162,"{""Q0"":""Look at the end of the path to see which one is worth the risk of the unknown""}",,,,,,,,,,,,,,,,,,,,
w69d702d,,425038,survey-text,100437,"{""Q0"":""Sometimes we have to take risk to get ahead in life, or with our goal however, the path may not be simple but the end will outweigh the risk "",""Q1"":""Investing in a new business venture. I know the benefits are great but actually taking the time and risk to start it are annoying "",""Q2"":""I can't predict everything that's going to happen but I know what I want at the end of it all ""}",,,,,,,,,,,,,,,,,,,,
w69d702d,,475451,survey-text,49389,"{""Q0"":""I would price out the hotels first and plan the route that works the best and is the least expensive ""}",,,,,,,,,,,,,,,,,,,,
w0cb60a6,,353214,survey-text,17030,"{""Q0"":""Looking ahead to all of the paths endings""}",,,,,,,,,,,,,,,,,,,,
w0cb60a6,,432735,survey-text,78514,"{""Q0"":""Just because one path looks like the right answer, it isn't necessarily the right one."",""Q1"":""Breaking off my marriage was hard in the short term but it was the best decision I've ever made!"",""Q2"":""It took a while to see the benefits of my situation.""}",,,,,,,,,,,,,,,,,,,,
w0cb60a6,,524937,survey-text,91196,"{""Q0"":""Finding the shortest path and the least expensive in the beginning of the trip.""}",,,,,,,,,,,,,,,,,,,,
wf28a687,,461061,survey-text,23908,"{""Q0"":""click only the last circles so that you know the outcome""}",,,,,,,,,,,,,,,,,,,,
wf28a687,,627835,survey-text,165769,"{""Q0"":""you may have ups and downs but keep your eyes on the final outcome"",""Q1"":""Career path "",""Q2"":""you may have to take a job that you don't want or that is below your qualification level to eventually get to where you need to be""}",,,,,,,,,,,,,,,,,,,,
wf28a687,,897044,survey-text,268193,"{""Q0"":""find the travel price of the airport cities and go with the cheapest ""}",,,,,,,,,,,,,,,,,,,,
w1f570c6,,369368,survey-text,22664,"{""Q0"":""I can click on the end destinations and find the highest amount.""}",,,,,,,,,,,,,,,,,,,,
w1f570c6,,483908,survey-text,113527,"{""Q0"":""I would describe it like, wanting to get somewhere in life even if it means going through some rough patches."",""Q1"":""I would say college."",""Q2"":"" I know where I want to be but I have to struggle and get through some rough patches to get there.""}",,,,,,,,,,,,,,,,,,,,
w1f570c6,,526325,survey-text,41405,"{""Q0"":""I would look at each destination's pricing before making any decisions.""}",,,,,,,,,,,,,,,,,,,,
wadc1a6f,,206637,survey-text,21841,"{""Q0"":""Hope for the best \nAlternate clicks ""}",,,,,,,,,,,,,,,,,,,,
wadc1a6f,,310417,survey-text,102766,"{""Q0"":""Web of Cash helps promote the idea of strategically making decisions."",""Q1"":""This strategy works well with having to make decisions about careers."",""Q2"":""If you take a path towards a career that is not the best, it can cost you to lose money. If you go the right way, it benefits you.""}",,,,,,,,,,,,,,,,,,,,
wadc1a6f,,356233,survey-text,44795,"{""Q0"":""Pick the route that your instinct feels is the best and hope it is the cheaper route.""}",,,,,,,,,,,,,,,,,,,,
w716a0b4,,371751,survey-text,36407,"{""Q0"":""I clicked on the edges of he web and made sure not to click the same one first as I did in the last game because the web changes.""}",,,,,,,,,,,,,,,,,,,,
w716a0b4,,543483,survey-text,170714,"{""Q0"":""I would tell them about working now and spending a little to get to the long-term consequences which in this case was an increase in monetary value. This could be the same in their life."",""Q1"":""If you spend a little money now to do something such as invest you will be able to profit off it in the future. "",""Q2"":""You have to spend money to see where the 48 cent node was and in real life you would have to spend money to invest. But in the game you could go get the extra money and in real life you could earn more money.""}",,,,,,,,,,,,,,,,,,,,
w716a0b4,,584208,survey-text,39669,"{""Q0"":""I would spend a little money to see which is the least expensive hotel in order to save money later.""}",,,,,,,,,,,,,,,,,,,,
waaa3e95,,814123,survey-text,46689,"{""Q0"":""make sure to check at least the first and second steps and look for patterns""}",,,,,,,,,,,,,,,,,,,,
waaa3e95,,996832,survey-text,181683,"{""Q0"":""Preparing for the future right now in the present is the best way to ensure that you will be successful in the long run"",""Q1"":""Investing in my future by deciding to go to college and apply for internships before I enter the workforce"",""Q2"":""If I did not plan for the future by saving or going to school, I might not be successful in the future.""}",,,,,,,,,,,,,,,,,,,,
waaa3e95,,1127987,survey-text,130145,"{""Q0"":""I think that taking your time to find the inexpensive hotels will reap the most benefits in the long run""}",,,,,,,,,,,,,,,,,,,,
w154025d,,455964,survey-text,67603,"{""Q0"":""Once you find a gain in money in  one click, you can follow that path.""}",,,,,,,,,,,,,,,,,,,,
w154025d,,581858,survey-text,124866,"{""Q0"":""You can see the long-term consequences and follow that path."",""Q1"":""In a job setting, seeing  how much money you can earn from doing certain tasks."",""Q2"":""IT is similar since you can clearly see the money you'll earn.""}",,,,,,,,,,,,,,,,,,,,
w154025d,,678765,survey-text,95900,"{""Q0"":""They can first check the prices for all the final cities in the airport to see which is most inexpensive and follow that route.""}",,,,,,,,,,,,,,,,,,,,
w17ce6f3,,688594,survey-text,49464,"{""Q0"":""Always check the long term goal first (the outer most dots).""}",,,,,,,,,,,,,,,,,,,,
w17ce6f3,,807263,survey-text,117652,"{""Q0"":""Always think about the long term goals first."",""Q1"":""Investing in a retirement account, its not something you invest in for short term gains."",""Q2"":""Looking towards the long term goal ends up being the most rewarding.""}",,,,,,,,,,,,,,,,,,,,
w17ce6f3,,877772,survey-text,69504,"{""Q0"":""I would check the prices at the destination and not worry about what is in between.""}",,,,,,,,,,,,,,,,,,,,
w0e5f59d,,277256,survey-text,29547,"{""Q0"":""Look at the last outcomes first, and slowly trickle in from there. However, I wanted to know every number before moving forward.""}",,,,,,,,,,,,,,,,,,,,
w0e5f59d,,372714,survey-text,94452,"{""Q0"":""I would say to try and look at the possible outcomes before planning exactly what you need to do. "",""Q1"":""This strategy would be effective in looking for jobs. First you need to find the outcome and plan backwards. And you might have to lose a few things before getting there."",""Q2"":""You need to plan backwards in order to find out which route would be the best for you, and you still might lose something along the way.""}",,,,,,,,,,,,,,,,,,,,
w0e5f59d,,390510,survey-text,16789,"{""Q0"":""Look at the outcomes first. ""}",,,,,,,,,,,,,,,,,,,,
w9d572e5,,649419,survey-text,28856,"{""Q0"":""Look at value of third move to find out the long term consequence ""}",,,,,,,,,,,,,,,,,,,,
w9d572e5,,770757,survey-text,120327,"{""Q0"":""you don't always know what will happen in the short term, but if you set your sights on your long term goals will provide a better pay out "",""Q1"":""Getting a degree "",""Q2"":""spending the up front cost on a college education to get a good paying job long term vs starting work immediately ""}",,,,,,,,,,,,,,,,,,,,
w9d572e5,,879827,survey-text,108037,"{""Q0"":""look at the cost of the hotel closest to the airport ""}",,,,,,,,,,,,,,,,,,,,
w0f0367a,,1530650,survey-text,49821,"{""Q0"":""click on the ends""}",,,,,,,,,,,,,,,,,,,,
w0f0367a,,1665245,survey-text,133578,"{""Q0"":""i don't know how this applies to my life"",""Q1"":""I dont know how this applies to my life"",""Q2"":""i dont know""}",,,,,,,,,,,,,,,,,,,,
w0f0367a,,1669409,survey-text,3110,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
w03d45e9,,351018,survey-text,90725,"{""Q0"":""Focusing on the end result, and not sweating the smaller losses one can accrue on the way, helped me maximize my profits. ""}",,,,,,,,,,,,,,,,,,,,
w03d45e9,,440503,survey-text,88472,"{""Q0"":""Focus on the end goal. "",""Q1"":""Obtaining a job that requires experience and more school. "",""Q2"":""It's easy to get caught up in the small steps, in stead of focusing on the bigger picture. ""}",,,,,,,,,,,,,,,,,,,,
w03d45e9,,509403,survey-text,67894,"{""Q0"":""The overall cost is sometimes more important than focusing on each, individual part. ""}",,,,,,,,,,,,,,,,,,,,
w32f20d5,,418987,survey-text,29639,"{""Q0"":""I clicked on nodes, to reveal the highest positive result.""}",,,,,,,,,,,,,,,,,,,,
w32f20d5,,620805,survey-text,200765,"{""Q0"":""I would say, try to research the best long-term outcomes and be prepared to accept the short-term hassles to get there. "",""Q1"":""Getting my Masters's degree. More school=more debt, but in the end, better pay for the years I am working. (which outweighs the amount of debt incurred)"",""Q2"":""Short-term hassles or expenses often lead to positive long-term results.""}",,,,,,,,,,,,,,,,,,,,
w32f20d5,,782394,survey-text,160543,"{""Q0"":""I would say to try to identify the expense involves with at least two routes, and then you have at least some information to make a decision that is a somewhat educated guess. ""}",,,,,,,,,,,,,,,,,,,,
wdbd9805,,290555,survey-text,28130,"{""Q0"":""Click only the end points""}",,,,,,,,,,,,,,,,,,,,
wdbd9805,,433407,survey-text,141843,"{""Q0"":""Thinking longterm can help you decide what you want to do in the short term"",""Q1"":""trying to decide how you want to live your adult life can help you decide smaller more immediate questions like what you want your college major to be or what classes to take."",""Q2"":""Thinking about what you want to do long term will help you plan out your short term decisions like which node to go to next, instead of making those decisions blindly""}",,,,,,,,,,,,,,,,,,,,
wdbd9805,,559640,survey-text,125226,"{""Q0"":""Looking first at the prices of the hotels in the cities with airports to decide which airport to go to. This will then narrow down the options for other cities to travel through.""}",,,,,,,,,,,,,,,,,,,,
w3bff607,,256700,survey-text,52464,"{""Q0"":""Go with the next best option, like when it's not $48, go for the highest value otherwise. And definitely think before acting.""}",,,,,,,,,,,,,,,,,,,,
w3bff607,,424303,survey-text,166594,"{""Q0"":""I would tell them that the journey is oftentimes more important than the destination. For example, if you are going to lose more on the way to your goal, then maybe it's not totally worth pursuing."",""Q1"":""When it comes to work-life balance, like picking up extra shifts. It can definitely feel good to earn more money at the end of a pay period but it might not be worth the emotional, physical, or mental stress on the way."",""Q2"":""You can end up paying more on the way to your goal than it's really worth.""}",,,,,,,,,,,,,,,,,,,,
w3bff607,,465258,survey-text,39948,"{""Q0"":""Go for the best option you can find in the first few moments.""}",,,,,,,,,,,,,,,,,,,,
w18cab35,,264834,survey-text,34727,"{""Q0"":""Look at the farthest nodes and to see what will ultimately get you the most money""}",,,,,,,,,,,,,,,,,,,,
w18cab35,,387702,survey-text,121851,"{""Q0"":""Look towards your long term goals and allow that to help you manage short term setbacks and difficulties"",""Q1"":""Going to school: its hard and stressful in the short term but will allow me to get a career that will make me happy and successful"",""Q2"":""This situation is similar because I might get smaller chunks of money taken away/smaller difficulties, but at the end I get a big chunk of money/success and happiness in the future. ""}",,,,,,,,,,,,,,,,,,,,
w18cab35,,470243,survey-text,81511,"{""Q0"":""Pick the cheapest hotel nearby and the cheapest hotel at the end. ""}",,,,,,,,,,,,,,,,,,,,
w918f146,,301404,survey-text,18903,"{""Q0"":""Look at the end nodes""}",,,,,,,,,,,,,,,,,,,,
w918f146,,437866,survey-text,135434,"{""Q0"":""Don't focus heavily on short-term gains, when even larger gains can be made in the future."",""Q1"":""Choosing what I eat and when I eat it"",""Q2"":""If I eat whatever I want, whenever I want, the instant (short-term) gratification is not as good as making smart, healthy decisions for my long-term health""}",,,,,,,,,,,,,,,,,,,,
w918f146,,592838,survey-text,153946,"{""Q0"":""Look for the cheapest hotel for the last stop""}",,,,,,,,,,,,,,,,,,,,
w642a390,,489454,survey-text,11872,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
w642a390,,502437,survey-text,11978,"{""Q0"":"""",""Q1"":"""",""Q2"":""""}",,,,,,,,,,,,,,,,,,,,
w642a390,,539947,survey-text,36505,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
w44a6e05,,818299,survey-text,48811,"{""Q0"":""clicking on the extreme node to determine the amount that will cover my expenses ""}",,,,,,,,,,,,,,,,,,,,
w44a6e05,,880598,survey-text,61287,"{""Q0"":""it is a life trainer, helps on to strategise effectively "",""Q1"":""playing cassino"",""Q2"":""gambling""}",,,,,,,,,,,,,,,,,,,,
w44a6e05,,992001,survey-text,110376,"{""Q0"":""i will do a calculation on the path to determine the least expected amount""}",,,,,,,,,,,,,,,,,,,,
w42e4795,,807321,survey-text,28757,"{""Q0"":""Think about which way is green""}",,,,,,,,,,,,,,,,,,,,
w42e4795,,878396,survey-text,70070,"{""Q0"":""There's no strategy, just guess."",""Q1"":""When you are trying to figure out what kind of job to take or class to take. It's all a gamble."",""Q2"":""There's a 50/50 chance in everything""}",,,,,,,,,,,,,,,,,,,,
w42e4795,,917749,survey-text,38350,"{""Q0"":""the speed in both games are similar ""}",,,,,,,,,,,,,,,,,,,,
we9313cf,,484258,survey-text,77538,"{""Q0"":""To increase your chances of success you can focus on small first steps while also looking toward the ultimate goal, i.e. click on the first step as well as the last, the middle is less important ""}",,,,,,,,,,,,,,,,,,,,
we9313cf,,659176,survey-text,173897,"{""Q0"":""You should think about what your ultimate goal is and then take small steps to start your path to get there. Don't worry so much about every individual step in between, just keep your ultimate goal in mind and make that your focus. "",""Q1"":""This might work well for my career path. If I set my eye on a certain ultimate career goal, I can then make small steps toward that goal. Even if I don't know every step of that journey, I know to focus on the ultimate goal. "",""Q2"":""This is similar to the Web of Cash game because in the game it is important to know the amount of the nodes that are furthest in the web, just like it is most important in life to know your goals. ""}",,,,,,,,,,,,,,,,,,,,
we9313cf,,785365,survey-text,125183,"{""Q0"":""I can look at the prices of the hotels in the final cities where the airports are located as those are probably larger cities so the range of prices could be bigger and more important to know for the price of the whole journey""}",,,,,,,,,,,,,,,,,,,,
w123769e,,458921,survey-text,46913,"{""Q0"":""Click on each of the final nodes to find the highest green value. From there, work backwards to find the overall highest value path.""}",,,,,,,,,,,,,,,,,,,,
w123769e,,530048,survey-text,70054,"{""Q0"":""Plan out my life with an end goal in mind, and take the best path to get there."",""Q1"":""Getting a degree in college. Planning out classes that I not only enjoy, but will help me reach that end goal. "",""Q2"":""Planning out the path from the end goal to beginning.""}",,,,,,,,,,,,,,,,,,,,
w123769e,,581156,survey-text,50087,"{""Q0"":""Figure out the end prices first, and work backwards from there.""}",,,,,,,,,,,,,,,,,,,,
wcc992cf,,707162,survey-text,4956,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
wcc992cf,,717632,survey-text,9459,"{""Q0"":"""",""Q1"":"""",""Q2"":""""}",,,,,,,,,,,,,,,,,,,,
wcc992cf,,775706,survey-text,57069,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
w70c9aa9,,433498,survey-text,1892,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
w70c9aa9,,438752,survey-text,4204,"{""Q0"":"""",""Q1"":"""",""Q2"":""""}",,,,,,,,,,,,,,,,,,,,
w70c9aa9,,491731,survey-text,51829,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
w9de536c,,536244,survey-text,28202,"{""Q0"":""Check few nodes""}",,,,,,,,,,,,,,,,,,,,
w9de536c,,760392,survey-text,223098,"{""Q0"":""You can always make good decision after several bad decision made"",""Q1"":""Taking a risk about my career"",""Q2"":""Starting off on bad career or steps in life doesn't mean its an end... I can still make a good ending""}",,,,,,,,,,,,,,,,,,,,
w9de536c,,861031,survey-text,99628,"{""Q0"":""Check through few cities to find an inexpensive route by clicking the cities""}",,,,,,,,,,,,,,,,,,,,
w1cd2a79,,897649,survey-text,22867,"{""Q0"":""Clicking the outer-most nodes first to see the highest reward""}",,,,,,,,,,,,,,,,,,,,
w1cd2a79,,1104856,survey-text,206185,"{""Q0"":""I would say it's best to consider the long-term goals and rewards and understand that sometimes there are necessary setbacks but you have to overcome them in order to get the reward."",""Q1"":""Working a job that isn't necessarily my ideal job for some time while I get all my ducks in a row before moving onto better things"",""Q2"":""I have to sacrifice my time and some job satisfaction for the time being (negative node) but I am looking forward to when I will reach my goals (positive node)""}",,,,,,,,,,,,,,,,,,,,
w1cd2a79,,1366124,survey-text,260257,"{""Q0"":""I would find the shortest route to the airport and find the cheapest hotels in those cities. They may not be the cheapest hotels overall, but if there are fewer cities to stop in, the cost may be cheaper.""}",,,,,,,,,,,,,,,,,,,,
w81250e4,,512143,survey-text,56798,"{""Q0"":""I would spend the clicks in order to find the path with +48 at the end""}",,,,,,,,,,,,,,,,,,,,
w81250e4,,637274,survey-text,124112,"{""Q0"":""invest time and effort (and sometimes money) to achieve a greater reward"",""Q1"":""spend money on a class that teaches a skill that i can use to make money"",""Q2"":""sometimes the path you take will cost money, but in the end you make a profit""}",,,,,,,,,,,,,,,,,,,,
w81250e4,,773321,survey-text,135035,"{""Q0"":""in this case, time = money to some degree.  I must balance the need for saving time with saving money.  I would click only a few hotels (not all of them) and choose the least expensive from my choices to balance my use of time compared to money spent""}",,,,,,,,,,,,,,,,,,,,
w46354fd,,581132,survey-text,24150,"{""Q0"":""Not always clicking on the best reward in the beginning.""}",,,,,,,,,,,,,,,,,,,,
w46354fd,,643956,survey-text,61805,"{""Q0"":""Use the click button on all rounds"",""Q1"":""Taking the easiest road was not the best long term."",""Q2"":""You have to make the best moves for long term goals""}",,,,,,,,,,,,,,,,,,,,
w46354fd,,714985,survey-text,69998,"{""Q0"":""Check the 3 closest locations first then decide the easiest path.""}",,,,,,,,,,,,,,,,,,,,
w09e5016,,482400,survey-text,44434,"{""Q0"":""Starting left and then right and then finally up. Select one direction and hope my first guess is the right one.""}",,,,,,,,,,,,,,,,,,,,
w09e5016,,656574,survey-text,173168,"{""Q0"":""To reach your most rewarding path you may lose out on somethings to get there but the reward will be great."",""Q1"":""Starting a new hobby. I may lose out on money in the beginning but if I give my all to the hobby I will be rewarded at the end. Maybe even monetarily not just mentally."",""Q2"":""I can take the easier way which seems more profitable but if I just sacrificed a little to achieve my goal I will be much happier with the outcome. ""}",,,,,,,,,,,,,,,,,,,,
w09e5016,,722298,survey-text,64720,"{""Q0"":""Pick a direction and stick with it.""}",,,,,,,,,,,,,,,,,,,,
w03903ed,,2099941,survey-text,719289,"{""Q0"":""You can choose the shortest path and plan ahead.""}",,,,,,,,,,,,,,,,,,,,
w03903ed,,3983026,survey-text,1881883,"{""Q0"":""I learned that you should plan ahead and make sacrifices to get to your goal."",""Q1"":""My decision to go to college"",""Q2"":""College is similar to the game because there are stopping points, financial penalties, and obstacles. But at the end of the day the goal is obtainable.""}",,,,,,,,,,,,,,,,,,,,
w03903ed,,4011311,survey-text,27240,"{""Q0"":""I can use the short routes""}",,,,,,,,,,,,,,,,,,,,
wedf588e,,355982,survey-text,34189,"{""Q0"":""Reveal the amount of the end of the path first so you can see if the outcome is worth it""}",,,,,,,,,,,,,,,,,,,,
wedf588e,,452965,survey-text,95971,"{""Q0"":""Keep the end goal in mind when making decisions. It may be worth it to do something different if the end result is desirable. "",""Q1"":""When changing career paths "",""Q2"":""When changing careers, you may have to take one or two bad opportunities to get you down the path that leads to the ideal job.""}",,,,,,,,,,,,,,,,,,,,
wedf588e,,563957,survey-text,109979,"{""Q0"":""Find the hotel prices in the airport cities first""}",,,,,,,,,,,,,,,,,,,,
w8aae18b,,415503,survey-text,29439,"{""Q0"":""Only click three nodes and choose whichever is highest.""}",,,,,,,,,,,,,,,,,,,,
w8aae18b,,512681,survey-text,96166,"{""Q0"":""When taking risks, do your research, but sometimes you have to just take your shot."",""Q1"":""Deciding something relatively insignificant, like where to eat dinner or what movie to watch. Do some research on the options, but eventually, you just have to choose something and stop wasting time."",""Q2"":""Low stakes""}",,,,,,,,,,,,,,,,,,,,
w8aae18b,,608490,survey-text,94765,"{""Q0"":""Get a general range of hotel prices on the island and find hotels that are closest to the low cost.""}",,,,,,,,,,,,,,,,,,,,
wbbb767e,,302016,survey-text,24647,"{""Q0"":""Look at long term choices first""}",,,,,,,,,,,,,,,,,,,,
wbbb767e,,369606,survey-text,66578,"{""Q0"":""Think ahead instead of right now."",""Q1"":""Saving money instead of frivolously spending like I want to. Thinking ahead makes me stop in my tracks."",""Q2"":""You have to always be thinking, and planning ahead.""}",,,,,,,,,,,,,,,,,,,,
wbbb767e,,484391,survey-text,113780,"{""Q0"":""""}",,,,,,,,,,,,,,,,,,,,
w86678bf,,405875,survey-text,29809,"{""Q0"":""click on the nodes until you get a green 24 or 48 and then head to that outside node""}",,,,,,,,,,,,,,,,,,,,
w86678bf,,526984,survey-text,120104,"{""Q0"":""click on the outside nodes first until you hit a high amount of money to get, then head to that node."",""Q1"":""Checking out all of your options and weighing them and then going with the best option, such as applying to jobs."",""Q2"":""A few of them will benefit you in the end and the other few may not.""}",,,,,,,,,,,,,,,,,,,,
w86678bf,,577256,survey-text,49241,"{""Q0"":""find out which end destination is cheapest""}",,,,,,,,,,,,,,,,,,,,
w2877a34,,398877,survey-text,43280,"{""Q0"":""I HAVE TO THINK VERY HARD ON WHICH NODE TO CLICK""}",,,,,,,,,,,,,,,,,,,,
w2877a34,,614302,survey-text,213966,"{""Q0"":""I WOULD TELL MY FRIEND TO THINK CRITICALLY WELL WHEN PLAYING THIS GAME"",""Q1"":""WHEN I TRIED TO TAKE A RISK WHILE MAKING A TOUGH DECISION TO CHOOSE FROM TWO COMPANIES TO WORK WITH"",""Q2"":""IT IS VERY SIMILAR BECAUSE I THOUGHT VERY HARD WHILE MAKING THAT DECISION""}",,,,,,,,,,,,,,,,,,,,
w2877a34,,729599,survey-text,114266,"{""Q0"":""I WOULD THINK CRITICALLY WELL JUST AS I DID IN THE WEB OF CASH GAME.""}",,,,,,,,,,,,,,,,,,,,
w6d9dd94,,718345,survey-text,67867,"{""Q0"":""You can try to spend less by clicking on less nodes but there doesn't seem to be a way to increase your chances besides spending money on clicks. ""}",,,,,,,,,,,,,,,,,,,,
w6d9dd94,,847192,survey-text,127816,"{""Q0"":""It is a game of chance but you can pay to see hints so that you can make the right decision. "",""Q1"":""Researching how much something is going to cost before purchasing something. "",""Q2"":""I looked at several products and figured out how much they cost, like clicking on the nodes, and then decided which one to buy like I decide which one to click.""}",,,,,,,,,,,,,,,,,,,,
w6d9dd94,,926542,survey-text,78322,"{""Q0"":""They can figure out how much some of the hotels will cost but if they want to save time they don't have to click on all of them. Just like in the web of cash game.""}",,,,,,,,,,,,,,,,,,,,
w826bbd4,,257398,survey-text,25594,"{""Q0"":""Click only until you find +48, then head there. Additionally, only click on the final steps - these appeared to be the only steps that had + or -48.""}",,,,,,,,,,,,,,,,,,,,
w826bbd4,,314902,survey-text,56482,"{""Q0"":""Be more concerned about the final result than the steps it takes to get there."",""Q1"":""If I invest $5 now, I'm down $5. But that $5 could grow to become $50 in the future - the end result is great, so if I can afford to spend the $5 now, I should."",""Q2"":""The situation and Web of Cash both have higher rewards at the end.""}",,,,,,,,,,,,,,,,,,,,
w826bbd4,,373971,survey-text,58064,"{""Q0"":""I will check hotels and stop when I get to good prices instead of checking every hotel - like I checked certain spaces for Web of Cash, but not all of them.""}",,,,,,,,,,,,,,,,,,,,
w297c96a,,640049,survey-text,51230,"{""Q0"":""Just take a risk honestly it all seems random no matter which way I went. At first I noticed a pattern then I didn't see it anymore""}",,,,,,,,,,,,,,,,,,,,
w297c96a,,737834,survey-text,96781,"{""Q0"":""Just understand that whatever you decide to do now will have some kind of consequence later on that is huge. Good or bad."",""Q1"":""I guess taking a leap and applying for a new job. It could be better than mine now, then either get better or worse and the final ending being I either love it or hate it."",""Q2"":""The consequences""}",,,,,,,,,,,,,,,,,,,,
w297c96a,,802122,survey-text,63271,"{""Q0"":""I'm not quite sure. I guess just to understand that the route might be good and bad.""}",,,,,,,,,,,,,,,,,,,,
wa2a6d5c,,427603,survey-text,16699,"{""Q0"":""Click the exterior nodes""}",,,,,,,,,,,,,,,,,,,,
wa2a6d5c,,492960,survey-text,64346,"{""Q0"":""After evaluating which outcome you are looking for, take the path there"",""Q1"":""With work- evaluating the best outcome and how to get there"",""Q2"":""Do better at work, get paid more! ""}",,,,,,,,,,,,,,,,,,,,
wa2a6d5c,,547643,survey-text,53656,"{""Q0"":""Finding the least expensive hotel on route by evaluating quickest way to get there ""}",,,,,,,,,,,,,,,,,,,,
w9191841,,445593,survey-text,25099,"{""Q0"":""Recognize the available node choices and only click those. \n""}",,,,,,,,,,,,,,,,,,,,
w9191841,,519086,survey-text,72486,"{""Q0"":""Pay attention to the notes! Took me a while to grasp. "",""Q1"":""Deciding what degree to get to maximize happiness and job security, salary, etc. "",""Q2"":""You have to think ahead and play smart!""}",,,,,,,,,,,,,,,,,,,,
w9191841,,577136,survey-text,57031,"{""Q0"":""Think of the cheapest way that is also shortest so you will get there with least money spent""}",,,,,,,,,,,,,,,,,,,,
w0015f5c,,263781,survey-text,17277,"{""Q0"":""Click the furthest nodes first to figure out which end point has the biggest reward ""}",,,,,,,,,,,,,,,,,,,,
w0015f5c,,317643,survey-text,52856,"{""Q0"":""Think about long term goals and then decide which path to take to get there"",""Q1"":""My long term goal is to be a professor. Even though I had to take some extra time in school (negative points), it led me to the right outcome in the end. "",""Q2"":""I took a harder road but got a better outcome. ""}",,,,,,,,,,,,,,,,,,,,
w0015f5c,,394754,survey-text,76107,"{""Q0"":""pick the airport with the cheapest hotel and go from there?""}",,,,,,,,,,,,,,,,,,,,
w587cacc,,490072,survey-text,17253,"{""Q0"":""I have tried to find the 48 dollars each time.""}",,,,,,,,,,,,,,,,,,,,
